source_name,cleaned_source_name,source_database,target_name,cleaned_target_name,target_database,sequence_identity,name_similarity,predicted_similarity,similarity_difference
blaOXA-891,oxa891,ncbi,blaOXA-314,oxa314,resfinder,0.996,0.5,0.9173461326069186,0.41734613260691855
blaCTX-M-235,ctxm235,ncbi,CTX-M-14,ctxm14,card,0.996,0.5714285714285714,0.9173461326069186,0.34591756117834715
blaCTX-M-235,ctxm235,ncbi,blaCTX-M-14,ctxm14,resfinder,0.996,0.5714285714285714,0.9173461326069186,0.34591756117834715
blaPDC-458,pdc458,ncbi,PDC-119,pdc119,card,0.997,0.5,0.9186894887485653,0.41868948874856526
fosA7.2,fosa7.2,ncbi,FosA7,fosa7,card,0.989,0.7142857142857143,0.9079426396153911,0.19365692532967682
fosA7.2,fosa7.2,ncbi,fosA7,fosa7,resfinder,0.989,0.7142857142857143,0.9079426396153911,0.19365692532967682
aacA57-2,aaca572,ncbi,AAC(6')-Ian,aac6'ian,card,0.96,0.375,0.8689853115076349,0.4939853115076349
aacA57-2,aaca572,ncbi,aac(6')-Ian,aac6'ian,resfinder,0.96,0.375,0.8689853115076349,0.4939853115076349
blaOXA-856,oxa856,ncbi,OXA-365,oxa365,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-856,oxa856,ncbi,blaOXA-365,oxa365,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
aacA16,aaca16,ncbi,AAC(6')-Ip,aac6'ip,card,1.0,0.4285714285714286,0.9227195571735056,0.494148128602077
aacA16,aaca16,ncbi,aac(6')-Ip,aac6'ip,resfinder,1.0,0.4285714285714286,0.9227195571735056,0.494148128602077
blaADC-176,adc176,ncbi,ADC-10,adc10,card,0.962,0.6666666666666667,0.8716720237909283,0.2050053571242616
blaADC-241,adc241,ncbi,ADC-159,adc159,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaADC-241,adc241,ncbi,blaADC-25,adc25,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-243,adc243,ncbi,ADC-2,adc2,card,0.962,0.6666666666666667,0.8716720237909283,0.2050053571242616
blaADC-243,adc243,ncbi,blaADC-25,adc25,resfinder,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaADC-249,adc249,ncbi,ADC-79,adc79,card,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaADC-249,adc249,ncbi,blaADC-25,adc25,resfinder,0.954,0.6666666666666667,0.8609251746577542,0.19425850799108746
blaADC-175,adc175,ncbi,ADC-11,adc11,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaADC-175,adc175,ncbi,blaADC-25,adc25,resfinder,0.953,0.6666666666666667,0.8595818185161075,0.19291515184944075
blaADC-140,adc140,ncbi,ADC-30,adc30,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaADC-140,adc140,ncbi,blaADC-25,adc25,resfinder,0.966,0.5,0.8770454483575154,0.3770454483575154
blaADC-185,adc185,ncbi,ADC-77,adc77,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaADC-185,adc185,ncbi,blaADC-25,adc25,resfinder,0.954,0.6666666666666667,0.8609251746577542,0.19425850799108746
blaADC-169,adc169,ncbi,ADC-3,adc3,card,0.964,0.5,0.874358736074222,0.374358736074222
blaADC-169,adc169,ncbi,blaADC-25,adc25,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaADC-144,adc144,ncbi,ADC-25,adc25,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-144,adc144,ncbi,blaADC-25,adc25,resfinder,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-115,adc115,ncbi,ADC-60,adc60,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaADC-115,adc115,ncbi,blaADC-25,adc25,resfinder,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaADC-33,adc33,ncbi,ADC-62,adc62,card,0.956,0.6,0.8636118869410478,0.26361188694104787
blaADC-33,adc33,ncbi,blaADC-25,adc25,resfinder,0.961,0.6,0.8703286676492816,0.27032866764928165
blaADC-88,adc88,ncbi,ADC-75,adc75,card,0.959,0.6,0.867641955365988,0.267641955365988
blaADC-88,adc88,ncbi,blaADC-25,adc25,resfinder,0.957,0.6,0.8649552430826946,0.2649552430826946
blaADC-226,adc226,ncbi,ADC-25,adc25,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaADC-226,adc226,ncbi,blaADC-25,adc25,resfinder,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaADC-57,adc57,ncbi,ADC-58,adc58,card,0.967,0.8,0.8783888044991623,0.0783888044991623
blaADC-57,adc57,ncbi,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
blaADC-158,adc158,ncbi,ADC-2,adc2,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaADC-158,adc158,ncbi,blaADC-25,adc25,resfinder,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaADC-52,adc52,ncbi,ADC-159,adc159,card,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-52,adc52,ncbi,blaADC-25,adc25,resfinder,0.952,0.6,0.8582384623744608,0.2582384623744608
blaADC-152,adc152,ncbi,ADC-159,adc159,card,0.957,0.8333333333333334,0.8649552430826946,0.03162190974936119
blaADC-26,adc26,ncbi,Acinetobacter baumannii ampC beta-lactamase,ampc betalactamase,card,0.967,0.11111111111111116,0.8783888044991623,0.7672776933880512
blaADC-26,adc26,ncbi,blaADC-25,adc25,resfinder,0.962,0.8,0.8716720237909283,0.0716720237909283
blaADC-165,adc165,ncbi,ADC-76,adc76,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaADC-165,adc165,ncbi,blaADC-25,adc25,resfinder,0.962,0.6666666666666667,0.8716720237909283,0.2050053571242616
blaEC-5,ec5,ncbi,Escherichia coli ampC beta-lactamase,ampc betalactamase,card,0.973,0.11111111111111116,0.8864489413490428,0.7753378302379317
blaADC-167,adc167,ncbi,ADC-75,adc75,card,0.957,0.5,0.8649552430826946,0.36495524308269456
blaADC-167,adc167,ncbi,blaADC-25,adc25,resfinder,0.956,0.5,0.8636118869410478,0.36361188694104785
blaADC-238,adc238,ncbi,ADC-3,adc3,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaADC-238,adc238,ncbi,blaADC-25,adc25,resfinder,0.964,0.6666666666666667,0.874358736074222,0.20769206940755525
blaOXA-500,oxa500,ncbi,OXA-417,oxa417,card,0.953,0.5,0.8595818185161075,0.3595818185161075
blaADC-117,adc117,ncbi,ADC-4,adc4,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaADC-117,adc117,ncbi,blaADC-25,adc25,resfinder,0.967,0.5,0.8783888044991623,0.37838880449916235
blaOXA-193,oxa193,ncbi,OXA-450,oxa450,card,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-578,oxa578,ncbi,blaOXA-193,oxa193,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-592,oxa592,ncbi,blaOXA-193,oxa193,resfinder,0.996,0.6666666666666667,0.9173461326069186,0.2506794659402518
blaPDC-35,pdc35,ncbi,PDC-19a,pdc19a,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-30,pdc30,ncbi,PDC-337,pdc337,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaADC-191,adc191,ncbi,ADC-74,adc74,card,0.964,0.5,0.874358736074222,0.374358736074222
blaADC-191,adc191,ncbi,blaADC-25,adc25,resfinder,0.956,0.5,0.8636118869410478,0.36361188694104785
blaOXA-494,oxa494,ncbi,OXA-850,oxa850,card,0.986,0.5,0.9039125711904508,0.40391257119045076
blaOXA-904,oxa904,ncbi,OXA-50,oxa50,card,0.984,0.6666666666666667,0.9012258589071573,0.2345591922404906
blaOXA-904,oxa904,ncbi,blaOXA-50,oxa50,resfinder,0.984,0.6666666666666667,0.9012258589071573,0.2345591922404906
blaPDC-34,pdc34,ncbi,PDC-23,pdc23,card,0.968,0.6,0.8797321606408091,0.2797321606408091
blaOXA-905,oxa905,ncbi,OXA-846,oxa846,card,0.981,0.5,0.897195790482217,0.397195790482217
blaOXA-905,oxa905,ncbi,blaOXA-395,oxa395,resfinder,0.982,0.6666666666666667,0.8985391466238637,0.23187247995719695
blaPDC-192,pdc192,ncbi,PDC-3,pdc3,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaOXA-936,oxa936,ncbi,OXA-264,oxa264,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaOXA-936,oxa936,ncbi,blaOXA-264,oxa264,resfinder,0.967,0.5,0.8783888044991623,0.37838880449916235
blaADC-119,adc119,ncbi,ADC-7,adc7,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaADC-119,adc119,ncbi,blaADC-25,adc25,resfinder,0.957,0.5,0.8649552430826946,0.36495524308269456
blaADC-32,adc32,ncbi,ADC-7,adc7,card,0.961,0.6,0.8703286676492816,0.27032866764928165
blaADC-32,adc32,ncbi,blaADC-25,adc25,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
blaADC-123,adc123,ncbi,ADC-6,adc6,card,0.961,0.5,0.8703286676492816,0.37032866764928163
blaADC-123,adc123,ncbi,blaADC-25,adc25,resfinder,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaADC-132,adc132,ncbi,ADC-41,adc41,card,0.973,0.5,0.8864489413490428,0.38644894134904284
blaADC-121,adc121,ncbi,ADC-2,adc2,card,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-121,adc121,ncbi,blaADC-25,adc25,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-122,adc122,ncbi,ADC-79,adc79,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaADC-122,adc122,ncbi,blaADC-25,adc25,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-155,adc155,ncbi,ADC-3,adc3,card,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-155,adc155,ncbi,blaADC-25,adc25,resfinder,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaADC-125,adc125,ncbi,ADC-159,adc159,card,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaADC-125,adc125,ncbi,blaADC-25,adc25,resfinder,0.955,0.8333333333333334,0.8622685307994009,0.02893519746606754
blaADC-154,adc154,ncbi,ADC-5,adc5,card,0.961,0.6666666666666667,0.8703286676492816,0.2036620009826149
blaADC-134,adc134,ncbi,ADC-15,adc15,card,0.95,0.6666666666666667,0.8555517500911671,0.1888850834245004
blaOXA-813,oxa813,ncbi,OXA-23,oxa23,card,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaOXA-813,oxa813,ncbi,blaOXA-165,oxa165,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-814,oxa814,ncbi,OXA-818,oxa818,card,0.962,0.8333333333333334,0.8716720237909283,0.03833869045759497
blaOXA-814,oxa814,ncbi,blaOXA-565,oxa565,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaCARB-30,carb30,ncbi,CARB-21,carb21,card,0.953,0.6666666666666667,0.8595818185161075,0.19291515184944075
cfiA14,cfia14,ncbi,CcrA,ccra,card,0.981,0.33333333333333337,0.897195790482217,0.5638624571488836
cfiA4,cfia4,ncbi,CcrA,ccra,card,0.975,0.4,0.8891356536323365,0.48913565363233646
qnrB39,qnrb39,ncbi,QnrB69,qnrb69,card,0.978,0.8333333333333334,0.8931657220572766,0.05983238872394325
cepA-49,cepa49,ncbi,cepA,cepa,card,0.97,0.6666666666666667,0.8824188729241025,0.21575220625743574
blaACC-1d,acc1d,ncbi,ACC-5,acc5,card,0.951,0.6,0.8568951062328138,0.25689510623281386
blaGOB-20,gob20,ncbi,GOB-9,gob9,card,0.978,0.6,0.8931657220572766,0.29316572205727665
blaGOB-20,gob20,ncbi,blaGOB-9,gob9,resfinder,0.978,0.6,0.8931657220572766,0.29316572205727665
blaPDC-12,pdc12,ncbi,PDC-69,pdc69,card,0.967,0.6,0.8783888044991623,0.27838880449916237
blaOXA-725,oxa725,ncbi,ampS,amps,resfinder,1.0,0.16666666666666663,0.9227195571735056,0.756052890506839
blaPDC-33,pdc33,ncbi,PDC-62,pdc62,card,0.968,0.6,0.8797321606408091,0.2797321606408091
aph(6),aph6,ncbi,aph(3')-IIc,aph3'iic,resfinder,1.0,0.375,0.9227195571735056,0.5477195571735056
blaCMH-4,cmh4,ncbi,CMH-1,cmh1,card,0.969,0.75,0.8810755167824558,0.13107551678245577
blaCMH-4,cmh4,ncbi,blaCMH-3,cmh3,resfinder,0.968,0.75,0.8797321606408091,0.12973216064080906
blaADC-193,adc193,ncbi,ADC-15,adc15,card,0.952,0.6666666666666667,0.8582384623744608,0.19157179570779403
blaOXA-642,oxa642,ncbi,blaOXA-533,oxa533,resfinder,0.954,0.5,0.8609251746577542,0.3609251746577542
blaADC-149,adc149,ncbi,ADC-22,adc22,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-851,oxa851,ncbi,OXA-846,oxa846,card,0.983,0.6666666666666667,0.8998825027655106,0.2332158360988439
blaOXA-851,oxa851,ncbi,blaOXA-395,oxa395,resfinder,0.984,0.5,0.9012258589071573,0.40122585890715734
blaACT-52,act52,ncbi,ACT-28,act28,card,0.972,0.6,0.8851055852073961,0.28510558520739615
blaACT-52,act52,ncbi,blaACT-9,act9,resfinder,0.958,0.6,0.8662985992243413,0.2662985992243413
cfiA2,cfia2,ncbi,CcrA,ccra,card,0.978,0.4,0.8931657220572766,0.4931657220572766
cfiA2,cfia2,ncbi,cfiA1,cfia1,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
blaACT-43,act43,ncbi,ACT-32,act32,card,0.974,0.6,0.8877922974906896,0.2877922974906896
blaACT-43,act43,ncbi,blaACT-7,act7,resfinder,0.972,0.6,0.8851055852073961,0.28510558520739615
blaADC-137,adc137,ncbi,ADC-16,adc16,card,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaPDC-20,pdc20,ncbi,PDC-8,pdc8,card,0.971,0.6,0.8837622290657494,0.28376222906574944
blaPDC-31,pdc31,ncbi,PDC-3,pdc3,card,0.97,0.8,0.8824188729241025,0.08241887292410244
blaOXA-715,oxa715,ncbi,OXA-89,oxa89,card,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-715,oxa715,ncbi,blaOXA-89,oxa89,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-396,oxa396,ncbi,OXA-850,oxa850,card,0.98,0.5,0.8958524343405703,0.39585243434057027
blaADC-150,adc150,ncbi,ADC-22,adc22,card,0.975,0.5,0.8891356536323365,0.3891356536323365
blaADC-70,adc70,ncbi,ADC-12,adc12,card,0.972,0.6,0.8851055852073961,0.28510558520739615
mcr-3.27,mcr3.27,ncbi,MCR-3.8,mcr3.8,card,0.956,0.7142857142857143,0.8636118869410478,0.14932617265533354
mcr-3.27,mcr3.27,ncbi,mcr-3.15,mcr3.15,resfinder,0.97,0.7142857142857143,0.8824188729241025,0.16813315863838818
blaADC-116,adc116,ncbi,ADC-75,adc75,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaADC-116,adc116,ncbi,blaADC-25,adc25,resfinder,0.968,0.5,0.8797321606408091,0.37973216064080906
blaGOB-22,gob22,ncbi,GOB-16,gob16,card,0.982,0.6,0.8985391466238637,0.2985391466238637
blaGOB-22,gob22,ncbi,blaGOB-16,gob16,resfinder,0.982,0.6,0.8985391466238637,0.2985391466238637
blaB-19,b19,ncbi,blaB-12,b12,resfinder,0.99,0.6666666666666667,0.9092859957570378,0.2426193290903711
blaOXA-848,oxa848,ncbi,OXA-488,oxa488,card,0.984,0.6666666666666667,0.9012258589071573,0.2345591922404906
blaOXA-848,oxa848,ncbi,blaOXA-488,oxa488,resfinder,0.984,0.6666666666666667,0.9012258589071573,0.2345591922404906
blaOXA-491,oxa491,ncbi,OXA-464,oxa464,card,0.951,0.6666666666666667,0.8568951062328138,0.1902284395661471
blaB-17,b17,ncbi,Chryseobacterium meningosepticum BlaB,b,card,0.976,0.33333333333333337,0.8904790097739832,0.5571456764406498
blaB-17,b17,ncbi,blaB-11,b11,resfinder,0.982,0.6666666666666667,0.8985391466238637,0.23187247995719695
blaADC-248,adc248,ncbi,ADC-79,adc79,card,0.954,0.5,0.8609251746577542,0.3609251746577542
blaPDC-38,pdc38,ncbi,PDC-19b,pdc19b,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPDC-121,pdc121,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-120,pdc120,ncbi,PDC-3,pdc3,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-39,pdc39,ncbi,PDC-3,pdc3,card,0.968,0.8,0.8797321606408091,0.07973216064080901
blaPDC-37,pdc37,ncbi,PDC-19b,pdc19b,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-36,pdc36,ncbi,PDC-3,pdc3,card,0.967,0.8,0.8783888044991623,0.0783888044991623
blaPDC-22,pdc22,ncbi,PDC-28,pdc28,card,0.969,0.8,0.8810755167824558,0.08107551678245573
blaPDC-122,pdc122,ncbi,PDC-7,pdc7,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPDC-15,pdc15,ncbi,PDC-5,pdc5,card,0.966,0.8,0.8770454483575154,0.07704544835751537
blaOXA-914,oxa914,ncbi,OXA-50,oxa50,card,0.983,0.5,0.8998825027655106,0.39988250276551063
blaOXA-914,oxa914,ncbi,blaOXA-50,oxa50,resfinder,0.983,0.5,0.8998825027655106,0.39988250276551063
fosA7.3,fosa7.3,ncbi,FosA7,fosa7,card,0.993,0.7142857142857143,0.9133160641819782,0.1990303498962639
fosA7.3,fosa7.3,ncbi,fosA7,fosa7,resfinder,0.993,0.7142857142857143,0.9133160641819782,0.1990303498962639
blaPDC-98,pdc98,ncbi,PDC-201,pdc201,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-156,adc156,ncbi,ADC-3,adc3,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaADC-156,adc156,ncbi,blaADC-25,adc25,resfinder,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaGOB-26,gob26,ncbi,GOB-13,gob13,card,0.972,0.6,0.8851055852073961,0.28510558520739615
blaGOB-26,gob26,ncbi,blaGOB-13,gob13,resfinder,0.972,0.6,0.8851055852073961,0.28510558520739615
blaPDC-189,pdc189,ncbi,PDC-69,pdc69,card,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaOXA-902,oxa902,ncbi,OXA-846,oxa846,card,0.964,0.5,0.874358736074222,0.374358736074222
blaOXA-902,oxa902,ncbi,blaOXA-395,oxa395,resfinder,0.968,0.5,0.8797321606408091,0.37973216064080906
blaOXA-580,oxa580,ncbi,blaOXA-193,oxa193,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaCARB-35,carb35,ncbi,CARB-18,carb18,card,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaCARB-36,carb36,ncbi,CARB-18,carb18,card,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaCARB-33,carb33,ncbi,CARB-18,carb18,card,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaCARB-31,carb31,ncbi,CARB-18,carb18,card,0.951,0.6666666666666667,0.8568951062328138,0.1902284395661471
blaCARB-38,carb38,ncbi,CARB-18,carb18,card,0.952,0.8333333333333334,0.8582384623744608,0.024905129041127405
blaCARB-48,carb48,ncbi,CARB-18,carb18,card,0.953,0.8333333333333334,0.8595818185161075,0.026248485182774117
blaCARB-27,carb27,ncbi,CARB-17,carb17,card,0.956,0.8333333333333334,0.8636118869410478,0.030278553607714476
blaCARB-41,carb41,ncbi,CARB-18,carb18,card,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaCARB-43,carb43,ncbi,CARB-18,carb18,card,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaCARB-40,carb40,ncbi,CARB-20,carb20,card,0.955,0.8333333333333334,0.8622685307994009,0.02893519746606754
blaOXA-816,oxa816,ncbi,OXA-812,oxa812,card,0.961,0.8333333333333334,0.8703286676492816,0.03699533431594826
blaOXA-816,oxa816,ncbi,blaOXA-103,oxa103,resfinder,0.953,0.5,0.8595818185161075,0.3595818185161075
blaADC-80,adc80,ncbi,ADC-76,adc76,card,0.966,0.6,0.8770454483575154,0.27704544835751543
blaADC-80,adc80,ncbi,blaADC-25,adc25,resfinder,0.96,0.6,0.8689853115076349,0.26898531150763494
blaPDC-109,pdc109,ncbi,PDC-3,pdc3,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaB-1,b1,ncbi,Chryseobacterium meningosepticum BlaB,b,card,0.982,0.5,0.8985391466238637,0.3985391466238637
blaB-1,b1,ncbi,blaB-11,b11,resfinder,0.979,0.6666666666666667,0.8945090781989236,0.22784241153225682
blaCARB-26,carb26,ncbi,CARB-18,carb18,card,0.954,0.6666666666666667,0.8609251746577542,0.19425850799108746
blaCARB-34,carb34,ncbi,CARB-18,carb18,card,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaCARB-29,carb29,ncbi,CARB-18,carb18,card,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaCARB-32,carb32,ncbi,CARB-21,carb21,card,0.952,0.6666666666666667,0.8582384623744608,0.19157179570779403
blaCARB-28,carb28,ncbi,CARB-18,carb18,card,0.956,0.8333333333333334,0.8636118869410478,0.030278553607714476
blaGOB-39,gob39,ncbi,GOB-10,gob10,card,0.958,0.6,0.8662985992243413,0.2662985992243413
blaGOB-39,gob39,ncbi,blaGOB-1,gob1,resfinder,0.967,0.6,0.8783888044991623,0.27838880449916237
blaCARB-24,carb24,ncbi,CARB-18,carb18,card,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaPDC-71,pdc71,ncbi,PDC-5,pdc5,card,0.97,0.6,0.8824188729241025,0.2824188729241025
blaPDC-103,pdc103,ncbi,PDC-3,pdc3,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaOXA-913,oxa913,ncbi,OXA-488,oxa488,card,0.983,0.5,0.8998825027655106,0.39988250276551063
blaOXA-913,oxa913,ncbi,blaOXA-488,oxa488,resfinder,0.983,0.5,0.8998825027655106,0.39988250276551063
blaPDC-115,pdc115,ncbi,PDC-28,pdc28,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-908,oxa908,ncbi,OXA-846,oxa846,card,0.977,0.5,0.8918223659156299,0.3918223659156299
blaOXA-908,oxa908,ncbi,blaOXA-395,oxa395,resfinder,0.982,0.5,0.8985391466238637,0.3985391466238637
blaOXA-901,oxa901,ncbi,OXA-488,oxa488,card,0.983,0.5,0.8998825027655106,0.39988250276551063
blaOXA-901,oxa901,ncbi,blaOXA-488,oxa488,resfinder,0.983,0.5,0.8998825027655106,0.39988250276551063
blaCARB-47,carb47,ncbi,CARB-18,carb18,card,0.953,0.6666666666666667,0.8595818185161075,0.19291515184944075
blaCARB-46,carb46,ncbi,CARB-18,carb18,card,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaADC-233,adc233,ncbi,ADC-30,adc30,card,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaADC-233,adc233,ncbi,blaADC-25,adc25,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-222,adc222,ncbi,Acinetobacter baumannii ampC beta-lactamase,ampc betalactamase,card,0.963,0.11111111111111116,0.8730153799325753,0.7619042688214641
blaADC-222,adc222,ncbi,blaADC-25,adc25,resfinder,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaADC-171,adc171,ncbi,ADC-62,adc62,card,0.955,0.5,0.8622685307994009,0.3622685307994009
blaADC-171,adc171,ncbi,blaADC-25,adc25,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-50,adc50,ncbi,Acinetobacter baumannii ampC beta-lactamase,ampc betalactamase,card,0.96,0.11111111111111116,0.8689853115076349,0.7578742003965238
blaADC-50,adc50,ncbi,blaADC-25,adc25,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
blaADC-212,adc212,ncbi,ADC-82,adc82,card,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaADC-212,adc212,ncbi,blaADC-25,adc25,resfinder,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaADC-246,adc246,ncbi,ADC-159,adc159,card,0.956,0.5,0.8636118869410478,0.36361188694104785
blaADC-162,adc162,ncbi,ADC-30,adc30,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaADC-162,adc162,ncbi,blaADC-25,adc25,resfinder,0.967,0.5,0.8783888044991623,0.37838880449916235
blaADC-203,adc203,ncbi,ADC-4,adc4,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaADC-203,adc203,ncbi,blaADC-25,adc25,resfinder,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaOXA-502,oxa502,ncbi,OXA-417,oxa417,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaADC-245,adc245,ncbi,ADC-19,adc19,card,0.972,0.5,0.8851055852073961,0.38510558520739613
blaOXA-506,oxa506,ncbi,OXA-417,oxa417,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaADC-244,adc244,ncbi,ADC-79,adc79,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaADC-244,adc244,ncbi,blaADC-25,adc25,resfinder,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaOXA-717,oxa717,ncbi,OXA-71,oxa71,card,0.964,0.8333333333333334,0.874358736074222,0.04102540274088862
blaOXA-717,oxa717,ncbi,blaOXA-71,oxa71,resfinder,0.964,0.8333333333333334,0.874358736074222,0.04102540274088862
blaADC-172,adc172,ncbi,ADC-62,adc62,card,0.952,0.6666666666666667,0.8582384623744608,0.19157179570779403
blaADC-172,adc172,ncbi,blaADC-25,adc25,resfinder,0.957,0.5,0.8649552430826946,0.36495524308269456
blaADC-160,adc160,ncbi,ADC-3,adc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-160,adc160,ncbi,blaADC-25,adc25,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaADC-139,adc139,ncbi,ADC-25,adc25,card,0.969,0.5,0.8810755167824558,0.38107551678245577
