id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	ncbi: id	ncbi: name	ncbi: match_type	ncbi: match_identity	ncbi: match_coverage	ncbi: metadata
blaCMY-16	resfinder	blaCMY-16	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002027	CMY-16	RBH	1.0	1.0	PMID: ['16436718'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_014386387.1	blaCMY-16	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-16
blaCMY-17	resfinder	blaCMY-17	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002028	CMY-17	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859818.1	blaCMY-17	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-17
blaCMY-18	resfinder	blaCMY-18	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002029	CMY-18	RBH	1.0	1.0	PMID: ['16584308'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859824.1	blaCMY-18	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-18
blaCMY-19	resfinder	blaCMY-19	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002030	CMY-19	RBH	1.0	1.0	PMID: ['16436707'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859826.1	blaCMY-19	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: CMY-1/MOX family class C beta-lactamase CMY-19
blaCMY-192	resfinder	blaCMY-192	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, CEFTAZIDIME+AVIBACTAM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3008127	CMY-192	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_392713123.1	blaCMY-192	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: inhibitor-resistant extended spectrum class C beta-lactamase CMY-192
blaCMY-2	resfinder	blaCMY-2	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002013	CMY-2	RBH	1.0	1.0	PMID: ['33416461', '8787910'], additional_phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN, is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to antibiotic: AMPICILLIN,  CEFALOTIN,  CEFAZOLIN,  CEFIXIME,  CEFOXITIN,  CEFTAZIDIME,  CEFTRIAXONE,  ERTAPENEM	WP_000976514.1	blaCMY-2	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-2
blaCMY-20	resfinder	blaCMY-20	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002031	CMY-20	RBH	1.0	1.0	PMID: ['18207348'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859827.1	blaCMY-20	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-20
blaCMY-21	resfinder	blaCMY-21	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002032	CMY-21	RBH	1.0	1.0	PMID: ['16716570'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859828.1	blaCMY-21	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-21
blaCMY-22	resfinder	blaCMY-22	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002033	CMY-22	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859829.1	blaCMY-22	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-22
blaCMY-23	resfinder	blaCMY-23	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002034	CMY-23	RBH	1.0	1.0	PMID: ['17110393'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_000976515.1	blaCMY-23	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-23
blaCMY-24	resfinder	blaCMY-24	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002035	CMY-24	RBH	1.0	1.0	PMID: ['17587551'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_032491928.1	blaCMY-24	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-24
blaCMY-25	resfinder	blaCMY-25	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002036	CMY-25	RBH	1.0	1.0	PMID: ['19523051'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_003830525.1	blaCMY-25	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-25
blaCMY-26	resfinder	blaCMY-26	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002037	CMY-26	RBH	1.0	1.0	PMID: ['17720829'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859830.1	blaCMY-26	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-26
blaCMY-27	resfinder	blaCMY-27	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002038	CMY-27	RBH	1.0	1.0	PMID: ['19523051'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859831.1	blaCMY-27	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-27
blaCMY-28	resfinder	blaCMY-28	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002039	CMY-28	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859832.1	blaCMY-28	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-28
blaCMY-29	resfinder	blaCMY-29	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002040	CMY-29	RBH	1.0	1.0	PMID: ['19414570'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859833.1	blaCMY-29	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-29
blaCMY-2b	resfinder	blaCMY-2b	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002013	CMY-2	OWH	0.974	1.0	PMID: ['33416461', '8787910'], additional_phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN, is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to antibiotic: AMPICILLIN,  CEFALOTIN,  CEFAZOLIN,  CEFIXIME,  CEFOXITIN,  CEFTAZIDIME,  CEFTRIAXONE,  ERTAPENEM	WP_032489027.1	blaLAT-3	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: CMY-2 family cephalosporin-hydrolyzing class C beta-lactamase LAT-3
blaCMY-30	resfinder	blaCMY-30	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002041	CMY-30	RBH	1.0	1.0	PMID: ['19414570'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_000976513.1	blaCMY-30	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-30
blaCMY-31	resfinder	blaCMY-31	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002042	CMY-31	RBH	1.0	1.0	PMID: ['18065410'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_012262157.1	blaCMY-31	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-31
blaCMY-32	resfinder	blaCMY-32	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002043	CMY-32	RBH	1.0	1.0	PMID: ['19687234'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859834.1	blaCMY-32	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-32
blaCMY-33	resfinder	blaCMY-33	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002044	CMY-33	RBH	1.0	1.0	PMID: ['19414578'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859835.1	blaCMY-33	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-33
blaCMY-34	resfinder	blaCMY-34	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002045	CMY-34	RBH	1.0	1.0	PMID: ['21820821'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859836.1	blaCMY-34	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-34
blaCMY-35	resfinder	blaCMY-35	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002046	CMY-35	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859837.1	blaCMY-35	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-35
blaCMY-36	resfinder	blaCMY-36	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002047	CMY-36	RBH	1.0	1.0	PMID: ['19104021'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_012262164.1	blaCMY-36	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-36
blaCMY-37	resfinder	blaCMY-37	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002048	CMY-37	RBH	1.0	1.0	PMID: ['18619820'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859838.1	blaCMY-37	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-37
blaCMY-38	resfinder	blaCMY-38	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002049	CMY-38	RBH	1.0	1.0	PMID: ['18458126'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063553425.1	blaCMY-38	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-38
blaCMY-39	resfinder	blaCMY-39	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002050	CMY-39	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859839.1	blaCMY-39	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-39
blaCMY-4	resfinder	blaCMY-4	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002015	CMY-4	RBH	1.0	1.0	PMID: ['9868767'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_015056382.1	blaCMY-4	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-4
blaCMY-40	resfinder	blaCMY-40	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002051	CMY-40	RBH	1.0	1.0	PMID: ['19523051'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859840.1	blaCMY-40	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-40
blaCMY-41	resfinder	blaCMY-41	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002052	CMY-41	RBH	1.0	1.0	PMID: ['19343954'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_048241752.1	blaCMY-41	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-41
blaCMY-42	resfinder	blaCMY-42	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002053	CMY-42	RBH	1.0	1.0	PMID: ['21388298'], additional_phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN, is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to antibiotic: CEFOXITIN,  CEFTAZIDIME	WP_039023136.1	blaCMY-42	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-42
blaCMY-43	resfinder	blaCMY-43	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002054	CMY-43	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859841.1	blaCMY-43	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-43
blaCMY-44	resfinder	blaCMY-44	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002055	CMY-44	RBH	1.0	1.0	PMID: ['19414578'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859842.1	blaCMY-44	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-44
blaCMY-45	resfinder	blaCMY-45	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002056	CMY-45	RBH	1.0	1.0	PMID: ['21402851'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859843.1	blaCMY-45	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-45
blaCMY-46	resfinder	blaCMY-46	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002057	CMY-46	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859844.1	blaCMY-46	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-46
blaCMY-47	resfinder	blaCMY-47	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002058	CMY-47	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_063859845.1	blaCMY-47	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-47
blaCMY-48	resfinder	blaCMY-48	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002059	CMY-48	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_044699195.1	blaCMY-48	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-48
blaCMY-49	resfinder	blaCMY-49	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID	ARO3002060	CMY-49	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	WP_060682854.1	blaCMY-49	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-49
